Index,Initial x,Initial y,Initial z,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
62,-2.070104567125574,0.0,0.0,0.0,1.681104397185541,0.0,36.61063701510039,2.427198413465125,371.9008626177071,(-743.8003807886704+0j),(-0.0013444467534595458+0j),(0.9999996952251452+0.0007805158028031719j),(0.9999996952251452-0.0007805158028031719j),(-0.7856579625268896+0.6186611074863465j),(-0.7856579625268896-0.6186611074863465j)
63,-2.0648425197053086,0.0,0.0,0.0,1.6740710861106782,0.0,36.60107806279983,2.43151284226572,307.31888919211855,(-614.6361514054176+0j),(-0.0016269788227830232+0j),(0.9999999604682858+0.0002806973126147155j),(0.9999999604682858-0.0002806973126147155j),(-0.7125039018785413+0.7016681479205197j),(-0.7125039018785413-0.7016681479205197j)
64,-2.0596132064599355,0.0,0.0,0.0,1.6670401479194745,0.0,36.591440596092596,2.4359078255818303,242.9657965808947,(-485.92953525024575+0j),(-0.0020579115495358434+0j),(0.9999999981223759+5.8804234737731546e-05j),(0.9999999981223759-5.8804234737731546e-05j),(-0.6397138066463341+0.7686131963376197j),(-0.6397138066463341-0.7686131963376197j)
65,-2.0544166385659595,0.0,0.0,0.0,1.6600147717988378,0.0,36.58171644626099,2.4403717486861534,179.49156094377952,(-358.98033579395906+0j),(-0.0027856679018432584+0j),(0.9999999939214421+0.00010887902960726685j),(0.9999999939214421-0.00010887902960726685j),(-0.5675145717152151+0.8233633528941485j),(-0.5675145717152151-0.8233633528941485j)
66,-2.049252895491787,0.0,0.0,0.0,1.6529979584475245,0.0,36.571898078197655,2.4448940510112562,117.40378034121493,(-234.80330179853706+0j),(-0.004258883893614372+0j),(0.9999999998176768+9.310834760686502e-06j),(0.9999999998176768-9.310834760686502e-06j),(-0.4961015837574592+0.8682644865428838j),(-0.4961015837574592-0.8682644865428838j)
67,-2.044122119100854,0.0,0.0,0.0,1.645992545158573,0.0,36.56197853823308,2.4494651043337634,57.092330542468346,(-114.17590266939874+0j),(-0.00875841554033847+0j),(0.9999999986928786+4.8778675953618226e-05j),(0.9999999986928786-4.8778675953618226e-05j),(-0.4256421914245303+0.9048915542082941j),(-0.4256421914245303-0.9048915542082941j)
68,-2.039024507999089,0.0,0.0,0.0,1.6390012264703315,0.0,36.551951410218614,2.4540761088578553,1.1501200213888323,(1.7182538644218344+0j),(0.5819861785211146+0j),(0.9999999969243589+7.691251035029619e-05j),(0.9999999969243589-7.691251035029619e-05j),(-0.3562787995353003+0.9343796963760754j),(-0.3562787995353003-0.9343796963760754j)
69,-2.0339603121010756,0.0,0.0,0.0,1.6320265711477655,0.0,36.54181077847539,2.45871900417881,57.11106968684843,(114.21338383238948+0j),(0.008755541310103221+0j),(0.9999999992772106+3.382329673093134e-05j),(0.9999999992772106-3.382329673093134e-05j),(-0.28813162817825116+0.957590812843194j),(-0.28813162817825116-0.957590812843194j)
70,-2.0289298273990646,0.0,0.0,0.0,1.6250710361196006,0.0,36.53155119639135,2.4633863926682347,110.64234173841535,(221.2801643189429+0j),(0.0045191578900733035+0j),(0.9999971524585676+0.0023863673899284683j),(0.9999971524585676-0.0023863673899284683j),(-0.22130113364183812+0.9752055210297806j),(-0.22130113364183812-0.9752055210297806j)
71,-2.0239333909035384,0.0,0.0,0.0,1.6181369778549226,0.0,36.52116765974371,2.4680714732956512,161.65501710032183,(323.3069411646686+0j),(0.003093035975185172+0j),(0.9999988355889884+0.0015259547462024724j),(0.9999988355889884-0.0015259547462024724j),(-0.155870423239673+0.9877775109594151j),(-0.155870423239673-0.9877775109594151j)
72,-2.0189713757464918,0.0,0.0,0.0,1.611226661591846,0.0,36.510655583882965,2.472767984264864,210.09797411655953,(420.193568377559+0j),(0.0023798555607831453+0j),(0.999999515483388+0.0009842616177953274j),(0.999999515483388-0.0009842616177953274j),(-0.09190685928713897+0.9957676080362088j),(-0.09190685928713897-0.9957676080362088j)
73,-2.014044186427025,0.0,0.0,0.0,1.6043422687464148,0.0,36.50001078410845,2.4774701531194734,255.9580845669262,(511.91421568155636+0j),(0.0019534522960604037+0j),(0.9999997888707393+0.000649608774855792j),(0.9999997888707393-0.000649608774855792j),(-0.02946413525619164+0.9995658381175712j),(-0.02946413525619164-0.9995658381175712j)
74,-2.009152254187692,0.0,0.0,0.0,1.5974859027797856,0.0,36.4892294586431,2.4821726532011295,299.2508851668826,(598.5000993819791+0j),(0.0016708434983581195+0j),(0.9999999089745669+0.00042635942320222095j),(0.9999999089745669-0.00042635942320222095j),(0.03141624388666986+0.999506387982659j),(0.03141624388666986-0.999506387982659j)
75,-2.0042960325158394,0.0,0.0,0.0,1.590659593755336,0.0,36.47830817370468,2.486870565543975,340.01460238789764,(680.0277342475365+0j),(0.0014705282640525117+0j),(0.9999999596190478+0.000283718892741954j),(0.9999999596190478-0.000283718892741954j),(0.09070353640240697+0.9958779385458385j),(0.09070353640240697-0.9958779385458385j)
76,-1.9994759927679493,0.0,0.0,0.0,1.5838653017896862,0.0,36.46724385022527,2.4915593454157836,378.3053041227693,(756.6092865594085+0j),(0.001321686139072119+0j),(0.9999999767467815+0.00021503298434370085j),(0.9999999767467815-0.00021503298434370085j),(0.14837648636246742+0.988930947181294j),(0.14837648636246742-0.988930947181294j)
77,-1.9946926199098791,0.0,0.0,0.0,1.577104919560768,0.0,36.45603375188144,2.496234792850437,414.1928651609087,(828.384523152958+0j),(0.0012071688660579068+0j),(0.9999999930233493+0.00011706505751856111j),(0.9999999930233493-0.00011706505751856111j),(0.2044221783018963+0.9788828188381277j),(0.2044221783018963-0.9788828188381277j)
78,-1.9899464083780702,0.0,0.0,0.0,1.5703802740233577,0.0,36.44467547410856,2.5008930266175424,447.75748815251586,(895.5138596277304+0j),(0.9999999989694544+4.305199480223376e-05j),(0.9999999989694544-4.305199480223376e-05j),(0.0011166773055453392+0j),(0.25883501109428564+0.9659215480721857j),(0.25883501109428564-0.9659215480721857j)
79,-1.9852378580715386,0.0,0.0,0.0,1.5636931274697994,0.0,36.43316693380457,2.5055304611476332,479.0869929349717,(958.1729375034326+0j),(1.0000556845268542+0j),(0.9999443182947171+0j),(0.0010436529314699797+0j),(0.3116157759119604+0.9502081920300824j),(0.3116157759119604-0.9502081920300824j)
80,-1.9759356405124187,0.0,0.0,0.0,1.5504379107262747,0.0,36.4096920129259,2.5147300510236397,535.4168090582166,(1070.832684263727+0j),(1.000028522388367+0j),(0.999971478189305+0j),(0.0009338527103072009+0j),(0.4123124597108121+0.9110424993190137j),(0.4123124597108121-0.9110424993190137j)
81,-1.9667900342154623,0.0,0.0,0.0,1.5373522284829582,0.0,36.38559862746947,2.523809962885267,583.9569608462975,(1167.9130647679885+0j),(0.9999999979854404+6.14836175901766e-05j),(0.9999999979854404-6.14836175901766e-05j),(0.000856228112836718+0j),(0.5066158882345171+0.8621718748524301j),(0.5066158882345171-0.8621718748524301j)
82,-1.9578048600929878,0.0,0.0,0.0,1.524447857107464,0.0,36.360880711263434,2.532750316542528,625.4924315157982,(1250.9840559522618+0j),(1.0000552050221325+0j),(0.9999447978267183+0j),(0.0007993706946782219+0j),(0.5946884575281164+0.8039562416458831j),(0.5946884575281164-0.8039562416458831j)
83,-1.948983693107378,0.0,0.0,0.0,1.5117355084438215,0.0,36.33553642555908,2.5415344403116893,660.7855400953705,(1321.570303074975+0j),(0.999999395389847+0.0010995532254665737j),(0.999999395389847-0.0010995532254665737j),(0.0007566755867672396+0j),(0.6767339072745322+0.7362276949036684j),(0.6767339072745322-0.7362276949036684j)
84,-1.9403297741487628,0.0,0.0,0.0,1.4992248010722737,0.0,36.30956783778683,2.5501485265585218,690.5649009553315,(1381.129063617279+0j),(0.9999998538918493+0.0005403735898494284j),(0.9999998538918493-0.0005403735898494284j),(0.0007240452873134527+0j),(0.7529843548991189+0.6580384193004474j),(0.7529843548991189-0.6580384193004474j)
